id,full_equation,complexity,full_equation_tokens_bpe,full_equation_token_ids
6335,m=dA/dx-tan(1/3+G-gamma)+(3*G+alpha_i)/(P),5,m=dA/dx-tan(1/3+G-gamma)+(3*G+alpha_i)/(P),"[656, 237, 141, 725, 22, 361, 625, 41, 167, 360, 576, 526, 387]"
1819,I=int_0^L(epsilon+x+w_1)dr,4,I=int_0^L(epsilon+x+w_1)dr,"[362, 265, 613, 758, 752, 495, 107]"
7800,x=exp(2+P)+int(4+c+C+V_rms+lambda^*)dx,5,x=exp(2+P)+int(4+c+C+V_rms+lambda^*)dx,"[756, 258, 149, 386, 40, 640, 34, 334, 116, 556, 648, 441, 109]"
4938,p=ln(h*x_i+b),3,p=ln(h*x_i+b),"[680, 275, 630, 756, 528, 580]"
2705,P=sin(W_f)+ln(1/3+h+V_2+sigma)-2*I_min+sigma_net,5,P=sin(W_f)+ln(1/3+h+V_2+sigma)-2*I_min+sigma_net,"[386, 300, 439, 40, 652, 26, 424, 506, 709, 49, 148, 362, 542, 709, 545]"
5286,a=h_max,1,a=h_max,"[563, 637]"
176,n=d_rms,1,n=d_rms,"[669, 236, 553]"
7482,A=(V)/(4/3-w),2,A=(V)/(4/3-w),"[322, 424, 83, 753]"
2094,n_rms=int_0^L(h+phi^++epsilon)dx,4,n_rms=int_0^L(h+phi^++epsilon)dx,"[675, 265, 631, 691, 449, 611, 109]"
8751,I=1/3+delta_1,1,I=1/3+delta_1,"[362, 218, 604, 495]"
3492,h=(2/3+m_2)^3,2,h=(2/3+m_2)^3,"[628, 196, 656, 502, 94]"
1921,V=d,1,V=d,"[424, 236]"
83,g=ln(tau_2),3,g=ln(tau_2),"[617, 275, 727, 503]"
817,h=(1+T_f)/(psi),2,h=(1+T_f)/(psi),"[628, 187, 415, 518, 699]"
8602,p=gamma^2,2,p=gamma^2,"[684, 625, 462]"
7355,y=log(v_1+z)-(k+t+theta+lambda_net)^n+1/2-e-R_max+v_0,5,y=log(v_1+z)-(k+t+theta+lambda_net)^n+1/2-e-R_max+v_0,"[765, 278, 738, 499, 774, 51, 723, 733, 648, 545, 101, 132, 609, 403, 531, 122, 488]"
4397,p_2=(4/3+v)^3,2,p_2=(4/3+v)^3,"[686, 202, 738, 94]"
9182,x=(1+epsilon)^2,2,x=(1+epsilon)^2,"[756, 187, 611, 89]"
5569,p=sum_k=1^n(1/2+psi_rms+r_min),4,p=sum_k=1^n(1/2+psi_rms+r_min),"[680, 310, 224, 13, 698, 556, 702, 539]"
284,v=int_L^L(2/3+G+mu_f+g)dr,4,v=int_L^L(2/3+G+mu_f+g)dr,"[738, 269, 161, 665, 520, 617, 107]"
4121,A=b,1,A=b,"[321, 579]"
7481,V=Q_max,1,V=Q_max,"[428, 402]"
610,W_rms=(y+A_0^3)/(4/3-C*sigma)+cos(2-tau_min-beta_2*epsilon_i^*)-e-phi-r^*,5,W_rms=(y+A_0^3)/(4/3-C*sigma)+cos(2-tau_min-beta_2*epsilon_i^*)-e-phi-r^*,"[432, 553, 184, 768, 323, 467, 83, 334, 111, 709, 44, 158, 727, 543, 589, 505, 611, 524, 441, 49, 609, 691, 124, 702, 441]"
2916,L=1/2*beta_net,1,L=1/2*beta_net,"[372, 214, 589, 545]"
1814,V=partialp/partialx,4,V=partialp/partialx,"[424, 297, 145]"
1272,P_i=(b_max)/(mu_rms),2,P_i=(b_max)/(mu_rms),"[386, 530, 579, 533, 665, 554]"
5925,n=int(3+pi+C_i+B+n)dr-sqrt(e-phi*beta_f^++m_max),5,n=int(3+pi+C_i+B+n)dr-sqrt(e-phi*beta_f^++m_max),"[669, 261, 175, 334, 528, 327, 669, 107, 124, 716, 609, 693, 589, 516, 449, 656, 532]"
9596,y=x_2,1,y=x_2,"[770, 756, 502]"
2995,x=e*W_0^circ*V-partialB/partialy+2-e+T_rms-4/3*G*Q_1-p+v,5,x=e*W_0^circ*V-partialB/partialy+2-e+T_rms-4/3*G*Q_1-p+v,"[760, 607, 432, 488, 478, 424, 128, 325, 146, 114, 158, 608, 415, 557, 177, 133, 359, 395, 500, 680, 122]"
7110,F=(1/2*N_A+n+A_0)/(4/3+R+B^*+delta*d)+dp/dx-log(N_A-n_avg*u_net+epsilon_i^2),5,F=(1/2*N_A+n+A_0)/(4/3+R+B^*+delta*d)+dp/dx-log(N_A-n_avg*u_net+epsilon_i^2),"[351, 189, 384, 671, 323, 82, 406, 325, 444, 604, 111, 600, 45, 680, 141, 655, 385, 669, 512, 734, 549, 611, 524, 463]"
8614,T=int_L^inf(c+t+L)dt,4,T=int_L^inf(c+t+L)dt,"[415, 268, 482, 596, 723, 372, 108]"
7357,B=(1/2+beta_f)^3,2,B=(1/2+beta_f)^3,"[325, 190, 589, 516, 94]"
2643,E=cos(2+R+a_min+h),3,E=cos(2+R+a_min+h),"[343, 234, 152, 558, 542, 629]"
6554,I=partialn/partialt,4,I=partialn/partialt,"[362, 296, 143]"
4509,W_net=dE/dt,4,W_net=dE/dt,"[432, 545, 239, 136]"
2306,g=v_2,1,g=v_2,"[621, 747]"
6503,I=tan(2+c+tau_rms+alpha),3,I=tan(2+c+tau_rms+alpha),"[362, 315, 153, 727, 556, 577]"
6261,C=1/2-C_avg,1,C=1/2-C_avg,"[334, 216, 339]"
4196,L=3*psi,1,L=3*psi,"[377, 167, 698]"
5563,a=sin(3-w-gamma),3,a=sin(3-w-gamma),"[558, 300, 176, 752, 124, 626]"
4841,R=epsilon,1,R=epsilon,"[408, 611]"
4656,p=x,1,p=x,"[684, 756]"
8148,n=sqrt(2+Q+phi_1),3,n=sqrt(2+Q+phi_1),"[669, 302, 149, 397, 691, 496]"
4169,g=int(1+F+v_2^*+r)dx,4,g=int(1+F+v_2^*+r)dx,"[617, 260, 3, 351, 122, 502, 444, 702, 109]"
3850,z=4+z+L+int(2+G+s_min+lambda_2)dt+ln(N_A*mu-Q)-(pi-V_net*Q^-)/(N_A*theta+v),5,z=4+z+L+int(2+G+s_min+lambda_2)dt+ln(N_A*mu-Q)-(pi-V_net*Q^-)/(N_A*theta+v),"[774, 228, 776, 376, 641, 150, 706, 542, 648, 502, 108, 114, 653, 383, 668, 395, 50, 697, 424, 548, 395, 451, 57, 383, 731, 123]"
9848,A=tan(d_avg),3,A=tan(d_avg),"[317, 315, 600, 510]"
8402,a=(alpha)/(v_i),2,a=(alpha)/(v_i),"[564, 576, 57, 738, 525]"
5254,T=int(2/3+pi+epsilon_rms^+)dr,4,T=int(2/3+pi+epsilon_rms^+)dr,"[415, 261, 160, 696, 611, 553, 446, 107]"
7885,I=3*N_A-omega+theta_f+c_1+cos(gamma+mu+A_min^-1),5,I=3*N_A-omega+theta_f+c_1+cos(gamma+mu+A_min^-1),"[366, 167, 385, 678, 731, 520, 593, 499, 599, 627, 667, 317, 538, 457]"
5534,I=dp/dt,4,I=dp/dt,"[362, 236, 680, 136]"
2415,B=(3*b*epsilon*s)/(G+I_2-lambda_f^n)-dg/dt+N_A*beta^+-theta_rms+(2-G-beta_max)/(1/2*G+I-v),5,B=(3*b*epsilon*s)/(G+I_2-lambda_f^n)-dg/dt+N_A*beta^+-theta_rms+(2-G-beta_max)/(1/2*G+I-v),"[329, 167, 579, 111, 611, 111, 706, 57, 360, 362, 507, 648, 516, 483, 53, 617, 137, 383, 589, 450, 731, 553, 115, 158, 361, 589, 531, 62, 360, 362, 124, 739]"
3555,P=(R+d)/(c+T+mu)+cos(1+e+V+mu+omega_min)+k*v_0+N_A-x,5,P=(R+d)/(c+T+mu)+cos(1+e+V+mu+omega_min)+k*v_0+N_A-x,"[391, 406, 600, 57, 596, 418, 665, 40, 598, 7, 426, 667, 676, 538, 40, 645, 738, 492, 385, 756]"
4692,a=(1+p_rms)^3,2,a=(1+p_rms)^3,"[558, 187, 680, 553, 94]"
4499,z=partialg/partialt,4,z=partialg/partialt,"[774, 293, 143]"
2196,A=A,1,A=A,"[321, 317]"
5046,T=a,1,T=a,"[419, 558]"
2601,n=epsilon,1,n=epsilon,"[672, 611]"
1519,I=dF/dx,4,I=dF/dx,"[362, 236, 351, 139]"
4765,C_2=(k+phi_2^n+v+W_2)^n-sin(2/3+n^+)+int_a^inf(2+epsilon)dr,5,C_2=(k+phi_2^n+v+W_2)^n-sin(2/3+n^+)+int_a^inf(2+epsilon)dr,"[334, 508, 646, 691, 502, 483, 122, 114, 432, 502, 104, 714, 160, 669, 446, 40, 644, 482, 149, 611, 107]"
4315,v=(p_net+n_1)^n+1-sum_k=1^inf(4+a+s_1)+(c+lambda+t_0)/(1*k*E*Q-gamma)-sum_k=1^inf(omega),5,v=(p_net+n_1)^n+1-sum_k=1^inf(4+a+s_1)+(c+lambda+t_0)/(1*k*E*Q-gamma)-sum_k=1^inf(omega),"[744, 680, 549, 669, 495, 103, 719, 222, 32, 561, 706, 495, 41, 596, 648, 121, 488, 59, 645, 345, 395, 124, 625, 49, 719, 223, 677]"
3367,g=(z)/(2-r_i),2,g=(z)/(2-r_i),"[622, 774, 70, 702, 525]"
6066,R=W,1,R=W,"[408, 432]"
6583,z=cos(1/2+h-L+x),3,z=cos(1/2+h-L+x),"[774, 233, 13, 632, 376, 757]"
2634,a=sum_i=0^N(3+c+A+s^+),4,a=sum_i=0^N(3+c+A+s^+),"[558, 303, 205, 172, 319, 706, 447]"
7338,b=sin(y_2*m),3,b=sin(y_2*m),"[579, 300, 765, 505, 657]"
5634,I=dL/dx,4,I=dL/dx,"[362, 241, 139]"
9169,a=sum_j=1^n(c+u_2),4,a=sum_j=1^n(c+u_2),"[558, 309, 596, 734, 503]"
8790,y=(2/3+N_A+T_i^circ+A+F_min^-)^n+4+G+g-ln(2/3-R-s_max-x_0+y)+(k-r)/(lambda),5,y=(2/3+N_A+T_i^circ+A+F_min^-)^n+4+G+g-ln(2/3-R-s_max-x_0+y)+(k-r)/(lambda),"[765, 196, 384, 415, 524, 479, 319, 357, 451, 99, 179, 360, 617, 124, 653, 166, 407, 706, 536, 756, 492, 765, 41, 647, 702, 57, 649]"
2435,n=(2/3+G+v+s+L)^n-e*w*gamma^2+omega_max-dI/dx-2-R-mu_rms+mu_0^*,5,n=(2/3+G+v+s+L)^n-e*w*gamma^2+omega_max-dI/dx-2-R-mu_rms+mu_0^*,"[669, 196, 360, 741, 708, 372, 104, 607, 754, 625, 465, 676, 531, 127, 362, 141, 158, 407, 665, 556, 665, 488, 441]"
8278,b=sqrt(4/3+p),3,b=sqrt(4/3+p),"[579, 301, 37, 681]"
6759,R=sum_j=1^inf(k+gamma^-+beta_net),4,R=sum_j=1^inf(k+gamma^-+beta_net),"[403, 307, 223, 646, 625, 454, 589, 546]"
6612,V=(1/3+w_max)^3,2,V=(1/3+w_max)^3,"[424, 193, 752, 531, 94]"
4521,a=B_min,1,a=B_min,"[563, 332]"
5588,A=ln(N_A+r_0+gamma_rms),3,A=ln(N_A+r_0+gamma_rms),"[317, 275, 384, 702, 492, 625, 554]"
3546,m=W,1,m=W,"[661, 432]"
5966,P=2/3+n,1,P=2/3+n,"[390, 160, 669]"
5993,R_1=cos(R+theta*u),3,R_1=cos(R+theta*u),"[403, 495, 234, 406, 731, 111, 735]"
8806,n=4/3*d_1,1,n=4/3*d_1,"[669, 230, 600, 495]"
5532,T_net=(4/3+s)^2,2,T_net=(4/3+s)^2,"[415, 545, 202, 706, 89]"
5445,h=1/2*h*sigma-(1/3+G*F^*)/(1/3-k*W)+(1+epsilon)/(R+a*C_min)+(k-tau^2-phi)/(2+c*m^-1*E+Q_1),5,h=1/2*h*sigma-(1/3+G*F^*)/(1/3-k*W)+(1+epsilon)/(R+a*C_min)+(k-tau^2-phi)/(2+c*m^-1*E+Q_1),"[628, 214, 630, 709, 124, 22, 359, 351, 441, 67, 645, 432, 40, 3, 611, 57, 406, 560, 341, 41, 647, 727, 466, 691, 69, 595, 656, 459, 346, 395, 496]"
518,m_net=ln(1+P),3,m_net=ln(1+P),"[656, 551, 652, 3, 387]"
6111,C=y,1,C=y,"[337, 765]"
6865,W=p_0^n+G+theta_net-I-tan(tau-theta),5,W=p_0^n+G+theta_net-I-tan(tau-theta),"[437, 680, 488, 486, 360, 731, 550, 362, 124, 726, 730, 732]"
7961,h=1/2-t_i,1,h=1/2-t_i,"[628, 216, 721, 524]"
1416,v=2/3-delta,1,v=2/3-delta,"[743, 166, 604]"
4665,C=ln(4+G+beta_avg+phi_avg+g^*)+tan(pi-T*T_min+m)-ln(pi+sigma+m_rms+w_i),5,C=ln(4+G+beta_avg+phi_avg+g^*)+tan(pi-T*T_min+m)-ln(pi+sigma+m_rms+w_i),"[334, 275, 179, 360, 589, 513, 691, 513, 617, 441, 48, 697, 417, 415, 542, 656, 54, 696, 712, 656, 556, 752, 525]"
4457,C=(4+psi)/(1/3+L),2,C=(4+psi)/(1/3+L),"[334, 199, 698, 66, 373]"
2762,Q=(4+omega_i)^3,2,Q=(4+omega_i)^3,"[395, 199, 676, 524, 94]"
4856,E=3-delta,1,E=3-delta,"[347, 176, 604]"
128,p=ln(2/3+B_1+P),3,p=ln(2/3+B_1+P),"[680, 275, 160, 325, 499, 387]"
3475,Q=tan(m_net*mu*r_2)+(3-c*mu)/(4/3+e+s_1^-1+t_net),5,Q=tan(m_net*mu*r_2)+(3-c*mu)/(4/3+e+s_1^-1+t_net),"[395, 315, 656, 548, 665, 111, 702, 502, 41, 176, 595, 665, 82, 608, 706, 495, 460, 721, 546]"
7970,g=exp(1+R+v+n)+2/3+e+mu_i-T^circ+(e+Q+A+Q_2)^2+1-pi+s_1-P*C,5,g=exp(1+R+v+n)+2/3+e+mu_i-T^circ+(e+Q+A+Q_2)^2+1-pi+s_1-P*C,"[617, 257, 5, 741, 669, 40, 164, 665, 529, 415, 479, 0, 608, 397, 319, 395, 502, 90, 147, 124, 696, 706, 500, 386, 111, 334]"
4311,W=1/2+I,1,W=1/2+I,"[432, 215, 362]"
2439,g_rms=dA/dx,4,g_rms=dA/dx,"[624, 237, 139]"
3766,R=r,1,R=r,"[408, 702]"
6877,Q=(2/3+I)/(2/3-beta),2,Q=(2/3+I)/(2/3-beta),"[395, 196, 362, 73, 590]"
5897,v=W^3,2,v=W^3,"[743, 432, 467]"
5841,B=g_1,1,B=g_1,"[328, 617, 495]"
8843,P=tan(1+c+theta_i+Q),3,P=tan(1+c+theta_i+Q),"[390, 725, 6, 731, 528, 396]"
9771,z=alpha,1,z=alpha,"[777, 576]"
1474,g_avg=partialn/partialt,4,g_avg=partialn/partialt,"[623, 296, 143]"
4822,P_avg=(3+n)^3,2,P_avg=(3+n)^3,"[393, 197, 669, 94]"
6916,v=r,1,v=r,"[743, 702]"
3561,V=A,1,V=A,"[428, 317]"
3952,Q_rms=(L_0)/(R),2,Q_rms=(L_0)/(R),"[395, 553, 184, 372, 490, 404]"
50,a=sum_i=0^N(h+mu+F_avg^-1)-partialh/partialt+sqrt(4/3+delta+sigma^+),5,a=sum_i=0^N(h+mu+F_avg^-1)-partialh/partialt+sqrt(4/3+delta+sigma^+),"[558, 303, 205, 631, 667, 356, 456, 55, 628, 144, 715, 37, 606, 709, 447]"
5438,b=sin(4/3+pi+a_1),3,b=sin(4/3+pi+a_1),"[579, 299, 37, 696, 558, 496]"
9898,v=exp(2/3+d_avg+r),3,v=exp(2/3+d_avg+r),"[738, 258, 160, 600, 513, 703]"
888,v=cos(1/3+h+u_rms+W),3,v=cos(1/3+h+u_rms+W),"[738, 233, 26, 734, 556, 433]"
2617,n_1=beta^3,2,n_1=beta^3,"[669, 495, 183, 589, 467]"
517,h=(p_2)/(sigma_max),2,h=(p_2)/(sigma_max),"[634, 680, 504, 709, 532]"
3169,R_rms=int_a^L(1/2+m^circ+epsilon_i+z)dt,4,R_rms=int_a^L(1/2+m^circ+epsilon_i+z)dt,"[414, 271, 472, 13, 656, 479, 611, 528, 774, 108]"
2950,Q_max=2-tau_f^*-R_2^*+N_A+L_avg,5,Q_max=2-tau_f^*-R_2^*+N_A+L_avg,"[402, 183, 158, 727, 516, 445, 410, 444, 384, 380]"
1425,P=(omega+A)^n+dh/dt,5,P=(omega+A)^n+dh/dt,"[391, 678, 317, 99, 600, 628, 136]"
140,B=log(1/2+e+T+p+w)-dh/dx-exp(3-N_A*T^2*z_avg),5,B=log(1/2+e+T+p+w)-dh/dx-exp(3-N_A*T^2*z_avg),"[325, 277, 16, 418, 682, 752, 53, 628, 141, 616, 176, 383, 415, 464, 774, 510]"
1925,W=partialv/partialr-log(k-d*a_i-s_2),5,W=partialv/partialr-log(k-d*a_i-s_2),"[432, 279, 738, 142, 124, 655, 647, 600, 112, 529, 706, 503]"
2379,Q_max=int(1+c+h_0^circ+g+L_rms)dx,4,Q_max=int(1+c+h_0^circ+g+L_rms)dx,"[402, 260, 6, 628, 488, 479, 620, 372, 553, 109]"
3198,m=sqrt(epsilon+lambda_min),3,m=sqrt(epsilon+lambda_min),"[656, 302, 613, 648, 539]"
5132,W=(psi)/(1/3-v),2,W=(psi)/(1/3-v),"[438, 698, 67, 739]"
113,b=exp(h*u),3,b=exp(h*u),"[579, 258, 630, 735]"
4560,h=sum_k=1^n(d+h_rms)-sum_k=0^inf(2/3+G+z_rms+A_max+psi_min)-c-lambda^-1+lambda+z,5,h=sum_k=1^n(d+h_rms)-sum_k=0^inf(2/3+G+z_rms+A_max+psi_min)-c-lambda^-1+lambda+z,"[628, 312, 602, 639, 49, 719, 207, 161, 774, 556, 317, 535, 698, 538, 49, 597, 648, 460, 650, 774]"
4596,a=p_rms,1,a=p_rms,"[563, 680, 553]"
7998,a=tan(e+s_max+m_2),3,a=tan(e+s_max+m_2),"[558, 315, 608, 706, 535, 656, 503]"
3251,V=1-a,1,V=1-a,"[424, 213, 558]"
4691,Q=1/3+alpha,1,Q=1/3+alpha,"[395, 218, 576]"
8116,F=C_rms,1,F=C_rms,"[354, 342]"
7768,p=tan(3+R+a_net+d),3,p=tan(3+R+a_net+d),"[680, 315, 171, 558, 549, 601]"
4547,p=s^3,2,p=s^3,"[680, 298, 467]"
7085,I=(c+a+psi_net^*+a)^n+1-sin(1/2+G+x_0),5,I=(c+a+psi_net^*+a)^n+1-sin(1/2+G+x_0),"[367, 596, 561, 698, 545, 441, 117, 103, 713, 13, 360, 756, 489]"
3278,E_min=sqrt(4/3+u_max*psi),3,E_min=sqrt(4/3+u_max*psi),"[343, 538, 301, 37, 734, 534, 699]"
7543,v_i=ln(W+v_max),3,v_i=ln(W+v_max),"[738, 524, 275, 432, 122, 532]"
6594,W=int(2/3+R+y+t)dt,4,W=int(2/3+R+y+t)dt,"[432, 261, 163, 765, 121, 108]"
4069,n=sum_j=0^inf(z+gamma),4,n=sum_j=0^inf(z+gamma),"[669, 307, 207, 776, 626]"
4409,V_rms=partialC/partialt,4,V_rms=partialC/partialt,"[424, 553, 282, 143]"
8645,F=sqrt(2/3+p_avg)-R+c+F+g-(h+u*R^circ+v_f)/(R*psi^circ-n_i^circ-C),5,F=sqrt(2/3+p_avg)-R+c+F+g-(h+u*R^circ+v_f)/(R*psi^circ-n_i^circ-C),"[351, 302, 160, 687, 49, 406, 596, 353, 617, 125, 631, 734, 111, 403, 479, 738, 518, 405, 698, 480, 669, 524, 480, 335]"
8589,A=sum_j=0^n(h+tau_1),4,A=sum_j=0^n(h+tau_1),"[317, 308, 631, 727, 496]"
7385,L=(1/2+e+a_i)^-1+ln(w-I*p^circ)-sqrt(L_i^++psi+v_2^3),5,L=(1/2+e+a_i)^-1+ln(w-I*p^circ)-sqrt(L_i^++psi+v_2^3),"[372, 190, 608, 572, 85, 653, 752, 124, 364, 680, 476, 49, 716, 372, 524, 449, 698, 122, 502, 468]"
3223,L_avg=cos(I_i),3,L_avg=cos(I_i),"[380, 234, 362, 525]"
8211,n=g,1,n=g,"[672, 617]"
452,a=(1/3-omega_i)/(2*n_0),2,a=(1/3-omega_i)/(2*n_0),"[558, 194, 676, 526, 148, 669, 489]"
3732,P=(4/3+beta)^2,2,P=(4/3+beta)^2,"[386, 202, 589, 89]"
8954,W=dR/dt,4,W=dR/dt,"[432, 245, 136]"
4987,F=T_2^n,2,F=T_2^n,"[354, 415, 502, 483]"
3664,V_2=sum_j=0^n(c+g_2+T^3+T^*),4,V_2=sum_j=0^n(c+g_2+T^3+T^*),"[424, 502, 308, 596, 617, 506, 415, 470, 415, 442]"
2764,y_1=int_0^inf(1+c+d_avg+V_avg+W)dV,4,y_1=int_0^inf(1+c+d_avg+V_avg+W)dV,"[772, 264, 481, 6, 600, 513, 424, 513, 432, 106]"
659,E=partialg/partialr,4,E=partialg/partialr,"[343, 293, 142]"
7679,h=dV/dx,4,h=dV/dx,"[628, 247, 139]"
7677,R=(2/3+epsilon)^3,2,R=(2/3+epsilon)^3,"[403, 196, 611, 94]"
4621,C=m_2,1,C=m_2,"[337, 656, 502]"
1000,h=(pi+beta_1)/(1/3*c-P)-(G+R^-+I+omega)^2-2/3-c-s,5,h=(pi+beta_1)/(1/3*c-P)-(G+R^-+I+omega)^2-2/3-c-s,"[634, 696, 589, 495, 65, 597, 386, 50, 360, 403, 454, 365, 676, 92, 166, 597, 706]"
390,W_2=partialB/partialy+int(3+e+v_max)dx,5,W_2=partialB/partialy+int(3+e+v_max)dx,"[432, 502, 281, 146, 114, 641, 168, 608, 738, 531, 109]"
3408,F=log(1/2+W_f+a),3,F=log(1/2+W_f+a),"[351, 277, 13, 439, 118]"
1477,n_rms=(b)/(a),2,n_rms=(b)/(a),"[675, 184, 579, 57, 559]"
2241,E=C,1,E=C,"[347, 334]"
2387,n=mu_0^n,2,n=mu_0^n,"[672, 665, 488, 483]"
9140,z=log(h+r^n+delta+C_0)-ln(2+t_min)-(R+R_max+psi)^n,5,z=log(h+r^n+delta+C_0)-ln(2+t_min)-(R+R_max+psi)^n,"[774, 278, 631, 702, 486, 606, 334, 488, 54, 149, 721, 538, 50, 406, 403, 535, 698, 98]"
993,W=ln(2+I),3,W=ln(2+I),"[432, 275, 149, 363]"
4998,Q=ln(c-mu+gamma),3,Q=ln(c-mu+gamma),"[395, 275, 597, 667, 626]"
3923,E_avg=cos(2+y_net),3,E_avg=cos(2+y_net),"[343, 509, 234, 149, 765, 546]"
2973,T=sqrt(2+e+a+I),3,T=sqrt(2+e+a+I),"[415, 302, 154, 561, 363]"
3387,h=R^3,2,h=R^3,"[633, 403, 467]"
7886,b=s,1,b=s,"[579, 298]"
8813,C=exp(2/3*R-c*phi_avg),3,C=exp(2/3*R-c*phi_avg),"[334, 258, 159, 407, 595, 691, 510]"
4770,a=e+beta_net+E^n+h-a_rms*E_0-P^3+h-d+beta_rms^2*h,5,a=e+beta_net+E^n+h-a_rms*E_0-P^3+h-d+beta_rms^2*h,"[563, 608, 589, 549, 343, 486, 632, 558, 555, 343, 493, 386, 470, 632, 602, 589, 553, 464, 628]"
1294,A=dW/dx,4,A=dW/dx,"[317, 248, 139]"
1825,L=(3+k+C)^2-3*G+p-P+a_min^n,5,L=(3+k+C)^2-3*G+p-P+a_min^n,"[372, 197, 646, 334, 92, 167, 360, 683, 386, 117, 538, 483]"
2874,n_i=dh/dt,4,n_i=dh/dt,"[669, 524, 253, 136]"
4174,L=dg/dt,4,L=dg/dt,"[372, 252, 136]"
2536,b=lambda_1,1,b=lambda_1,"[582, 648, 495]"
9133,a=sqrt(R*lambda),3,a=sqrt(R*lambda),"[558, 302, 405, 649]"
1908,x=exp(G-sigma-a),3,x=exp(G-sigma-a),"[756, 258, 361, 709, 124, 559]"
43,I_0=ln(4/3+pi+Q),3,I_0=ln(4/3+pi+Q),"[368, 275, 181, 696, 396]"
9492,Q_net=(t_min)/(A),2,Q_net=(t_min)/(A),"[395, 552, 721, 540, 318]"
369,b_max=int(R+v_i+C^3)dr,4,b_max=int(R+v_i+C^3)dr,"[579, 531, 261, 406, 738, 528, 334, 467, 107]"
1152,h_rms=(1*c_max)/(z_net),2,h_rms=(1*c_max)/(z_net),"[639, 186, 593, 533, 774, 546]"
7753,V_0=ln(h-F_net*p_0),3,V_0=ln(h-F_net*p_0),"[424, 488, 275, 632, 351, 548, 680, 489]"
6359,a=partialF/partialy,4,a=partialF/partialy,"[566, 351, 146]"
5913,m=log(mu+x),3,m=log(mu+x),"[656, 278, 667, 757]"
6508,T_avg=sin(e+Q_2-L),3,T_avg=sin(e+Q_2-L),"[415, 509, 300, 608, 395, 507, 373]"
7526,C=3*alpha,1,C=3*alpha,"[337, 167, 576]"
4161,W=epsilon_avg,1,W=epsilon_avg,"[437, 611, 509]"
4288,g=exp(4*e+n_1),3,g=exp(4*e+n_1),"[617, 257, 31, 608, 669, 496]"
7776,C=P,1,C=P,"[337, 386]"
6715,V_0=(1/2+w*gamma^n)/(k*F_i^n-g^-)-dQ/dt-(4/3+c_i+tau^2+A_i)^2,5,V_0=(1/2+w*gamma^n)/(k*F_i^n-g^-)-dQ/dt-(4/3+c_i+tau^2+A_i)^2,"[424, 488, 190, 754, 625, 483, 57, 645, 351, 524, 487, 617, 451, 53, 395, 138, 37, 593, 528, 727, 465, 324, 89]"
175,z=1*R-d+4+a+c*E^3-y+u_min^-1,5,z=1*R-d+4+a+c*E^3-y+u_min^-1,"[774, 211, 407, 602, 177, 119, 595, 343, 471, 768, 734, 538, 456]"
1904,h=dQ/dx,4,h=dQ/dx,"[628, 244, 139]"
1100,Q_1=R+V_f+(F+epsilon)/(1+G-s_avg^+-lambda+d_max)-log(1+c+z_max*z),5,Q_1=R+V_f+(F+epsilon)/(1+G-s_avg^+-lambda+d_max)-log(1+c+z_max*z),"[400, 183, 406, 424, 516, 115, 353, 611, 60, 361, 706, 509, 450, 648, 120, 531, 49, 654, 6, 774, 534, 775]"
8115,A_i=4/3-N_A-n*C*a_2+4*k+a_net-tau_f+u-(c-beta_avg^circ-x)/(1/3*h-c_max*phi_0)-(T)/(N_A*mu*m),5,A_i=4/3-N_A-n*C*a_2+4*k+a_net-tau_f+u-(c-beta_avg^circ-x)/(1/3*h-c_max*phi_0)-(T)/(N_A*mu*m),"[324, 232, 385, 669, 111, 334, 112, 506, 178, 646, 558, 550, 727, 520, 734, 125, 597, 589, 509, 480, 756, 65, 632, 593, 534, 691, 488, 50, 415, 57, 383, 665, 111, 657]"
3409,F=partialp/partialx,4,F=partialp/partialx,"[351, 297, 145]"
1539,T=dv/dt,4,T=dv/dt,"[415, 256, 136]"
2293,n=ln(c*mu),3,n=ln(c*mu),"[669, 275, 595, 666]"
9301,p=1/2+P_rms,1,p=1/2+P_rms,"[680, 215, 386, 553]"
1364,p=partialA/partialx,4,p=partialA/partialx,"[680, 280, 145]"
7189,B=int_0^inf(G+b_1+Q_max^++epsilon)dt,4,B=int_0^inf(G+b_1+Q_max^++epsilon)dt,"[325, 267, 360, 579, 499, 402, 449, 611, 108]"
6628,g=log(g+psi),3,g=log(g+psi),"[617, 278, 620, 699]"
5261,T=psi_net,1,T=psi_net,"[419, 698, 545]"
6816,L=z,1,L=z,"[377, 774]"
9462,I=sigma_1^2,2,I=sigma_1^2,"[366, 709, 495, 462]"
681,E=3+F,1,E=3+F,"[347, 168, 351]"
9316,b=epsilon_i,1,b=epsilon_i,"[582, 611, 524]"
9299,R=partialv/partialt,4,R=partialv/partialt,"[403, 279, 738, 143]"
3665,a_0=h-C*omega_0-delta+int_L^L(4+a_1+tau+tau)dt,5,a_0=h-C*omega_0-delta+int_L^L(4+a_1+tau+tau)dt,"[567, 183, 632, 334, 111, 676, 493, 606, 643, 472, 32, 558, 499, 729, 727, 108]"
1662,z=(3-t)/(4/3*V),2,z=(3-t)/(4/3*V),"[778, 176, 721, 81, 425]"
509,b_net=dg/dx,4,b_net=dg/dx,"[587, 252, 139]"
167,T=(1+v_avg)^n,2,T=(1+v_avg)^n,"[415, 185, 122, 509, 98]"
