id,full_equation,complexity,full_equation_tokens_hier,full_equation_token_ids
6588,T=tan(E+T),3,<EXPR_START> <ASSIGN_START> IDENT:T = <MUL_START> IDENT:t * IDENT:a * IDENT:n * <PAREN_START> <ADD_START> IDENT:E + IDENT:T <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 56, 14, 6, 20, 4, 7, 4, 22, 4, 18, 16, 58, 8, 56, 15, 17, 5, 12, 10]"
8101,P=2+F_f,1,<EXPR_START> <ASSIGN_START> IDENT:P = <ADD_START> NUMBER:2 + <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:f <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 16, 29, 8, 6, 61, 4, 9, 4, 51, 5, 15, 12, 10]"
1521,T=L_min,1,<EXPR_START> <ASSIGN_START> IDENT:T = <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 56, 14, 6, 50, 4, 9, 4, 21, 4, 19, 4, 22, 5, 12, 10]"
8690,Q=ln(h+h_rms^3)-(w+t_min+v_min)/(e-theta_i+m),5,<EXPR_START> <ASSIGN_START> IDENT:Q = <ADD_START> <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <ADD_START> IDENT:h + <MUL_START> IDENT:h * UNKNOWN:_ * IDENT:r * IDENT:m * <POW_START> IDENT:s ^ NUMBER:3 <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> IDENT:w + <MUL_START> IDENT:t * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <MUL_START> IDENT:v * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:e - <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:i <MUL_END> + IDENT:m <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 59, 14, 16, 6, 30, 4, 22, 4, 18, 16, 39, 8, 6, 39, 4, 9, 4, 34, 4, 21, 4, 32, 27, 33, 35, 31, 5, 15, 17, 5, 26, 6, 18, 16, 74, 8, 6, 20, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 6, 41, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 23, 18, 16, 28, 26, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 19, 5, 8, 21, 15, 17, 5, 15, 12, 10]"
2747,L_1=(4/3+z)/(epsilon),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:L * UNKNOWN:_ * NUMBER:1 <MUL_END> = <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:z <ADD_END> <PAREN_END> / <PAREN_START> <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 50, 4, 9, 4, 37, 5, 14, 6, 18, 16, 6, 48, 23, 35, 5, 8, 67, 15, 17, 23, 18, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 17, 5, 12, 10]"
6701,p=v,1,<EXPR_START> <ASSIGN_START> IDENT:p = IDENT:v <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 41, 12, 10]"
5776,v=1/2-x_i,1,<EXPR_START> <ASSIGN_START> IDENT:v = <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> - <MUL_START> IDENT:x * UNKNOWN:_ * IDENT:i <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 16, 6, 37, 23, 29, 5, 26, 6, 40, 4, 9, 4, 19, 5, 15, 12, 10]"
315,B=int(E_f+lambda^2+p_net)dV-(N_A+alpha_max^-1)/(3+R+A_2-z)+ln(4+R+I^2+B_avg),5,<EXPR_START> <ASSIGN_START> IDENT:B = <ADD_START> <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> IDENT:E * UNKNOWN:_ * IDENT:f <MUL_END> + <MUL_START> IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * <POW_START> IDENT:a ^ NUMBER:2 <POW_END> <MUL_END> + <MUL_START> IDENT:p * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:V <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:a * IDENT:l * IDENT:p * IDENT:h * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * <POW_START> IDENT:x ^ NUMBER:-1 <POW_END> <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:3 + IDENT:R + <MUL_START> IDENT:A * UNKNOWN:_ * NUMBER:2 <MUL_END> - IDENT:z <ADD_END> <PAREN_END> <MUL_END> + <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:R + <POW_START> IDENT:I ^ NUMBER:2 <POW_END> + <MUL_START> IDENT:B * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 64, 14, 16, 6, 19, 4, 22, 4, 20, 4, 18, 16, 6, 58, 4, 9, 4, 51, 5, 8, 6, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 32, 7, 33, 29, 31, 5, 8, 6, 25, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 4, 38, 4, 53, 5, 26, 6, 18, 16, 6, 72, 4, 9, 4, 47, 5, 8, 6, 7, 4, 30, 4, 25, 4, 39, 4, 7, 4, 9, 4, 21, 4, 7, 4, 32, 40, 33, 75, 31, 5, 15, 17, 23, 18, 16, 35, 8, 46, 8, 6, 47, 4, 9, 4, 29, 5, 26, 67, 15, 17, 5, 8, 6, 30, 4, 22, 4, 18, 16, 48, 8, 46, 8, 32, 63, 33, 29, 31, 8, 6, 64, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 5, 15, 12, 10]"
1800,b_0=(2+h+tau_avg)^n+1+(1+G+C+tau_f^circ+V_max)^-1+sin(2/3*pi*I^-+beta_max-phi_2)-2/3*e+gamma^2,5,<EXPR_START> <PARSE_ERROR> IDENT:b OP:* UNDERSCORE:_ OP:* NUMBER:0 OP:= LPAREN:( NUMBER:2 OP:+ IDENT:h OP:+ IDENT:t OP:* IDENT:a OP:* IDENT:u OP:* UNDERSCORE:_ OP:* IDENT:a OP:* IDENT:v OP:* IDENT:g RPAREN:) OP:^ IDENT:n OP:+ NUMBER:1 OP:+ LPAREN:( NUMBER:1 OP:+ IDENT:G OP:+ IDENT:C OP:+ IDENT:t OP:* IDENT:a OP:* IDENT:u OP:* UNDERSCORE:_ OP:* IDENT:f OP:^ IDENT:c OP:* IDENT:i OP:* IDENT:r OP:* IDENT:c OP:+ IDENT:V OP:* UNDERSCORE:_ OP:* IDENT:m OP:* IDENT:a OP:* IDENT:x RPAREN:) OP:^ OP:- NUMBER:1 OP:+ IDENT:s OP:* IDENT:i OP:* IDENT:n OP:* LPAREN:( NUMBER:2 OP:/ NUMBER:3 OP:* IDENT:p OP:* IDENT:i OP:* IDENT:I OP:^ OP:- OP:+ IDENT:b OP:* IDENT:e OP:* IDENT:t OP:* IDENT:a OP:* UNDERSCORE:_ OP:* IDENT:m OP:* IDENT:a OP:* IDENT:x OP:- IDENT:p OP:* IDENT:h OP:* IDENT:i OP:* UNDERSCORE:_ OP:* NUMBER:2 RPAREN:) OP:- NUMBER:2 OP:/ NUMBER:3 OP:* IDENT:e OP:+ IDENT:g OP:* IDENT:a OP:* IDENT:m OP:* IDENT:m OP:* IDENT:a OP:^ NUMBER:2 <EXPR_END>,"[11, 80, 44, 24, 62, 24, 52, 79, 68, 29, 49, 39, 49, 20, 24, 7, 24, 43, 24, 62, 24, 7, 24, 41, 24, 36, 69, 71, 22, 49, 37, 49, 68, 37, 49, 70, 49, 60, 49, 20, 24, 7, 24, 43, 24, 62, 24, 51, 71, 42, 24, 19, 24, 34, 24, 42, 49, 53, 24, 62, 24, 21, 24, 7, 24, 40, 69, 71, 55, 37, 49, 27, 24, 19, 24, 22, 24, 68, 29, 73, 35, 24, 25, 24, 19, 24, 63, 71, 55, 49, 44, 24, 28, 24, 20, 24, 7, 24, 62, 24, 21, 24, 7, 24, 40, 55, 25, 24, 39, 24, 19, 24, 62, 24, 29, 69, 55, 29, 73, 35, 24, 28, 49, 36, 24, 7, 24, 21, 24, 21, 24, 7, 71, 29, 10]"
328,v=sin(R+p_net+beta),3,<EXPR_START> <ASSIGN_START> IDENT:v = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> IDENT:R + <MUL_START> IDENT:p * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> + <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 46, 8, 6, 25, 4, 9, 4, 22, 4, 28, 4, 20, 5, 8, 6, 44, 4, 28, 4, 20, 4, 7, 5, 15, 17, 5, 12, 10]"
5643,A=sqrt(pi+C_f+v),3,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:C * UNKNOWN:_ * IDENT:f <MUL_END> + IDENT:v <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 6, 25, 4, 19, 5, 8, 6, 60, 4, 9, 4, 51, 5, 8, 41, 15, 17, 5, 12, 10]"
4205,E_2=a^3+(2/3+Q_net+w_f)^2+(3-pi+x^-1+m_2)/(3*c+lambda^circ-h*v)-(1+k+B+d_max^n)^3,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:E * UNKNOWN:_ * NUMBER:2 <MUL_END> = <ADD_START> <POW_START> IDENT:a ^ NUMBER:3 <POW_END> + <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:Q * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> + <MUL_START> IDENT:w * UNKNOWN:_ * IDENT:f <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> + <MUL_START> <PAREN_START> <ADD_START> NUMBER:3 - <MUL_START> IDENT:p * IDENT:i <MUL_END> + <POW_START> IDENT:x ^ NUMBER:-1 <POW_END> + <MUL_START> IDENT:m * UNKNOWN:_ * NUMBER:2 <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:3 * IDENT:c <MUL_END> + <MUL_START> IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * <POW_START> IDENT:a ^ IDENT:c <POW_END> * IDENT:i * IDENT:r * IDENT:c <MUL_END> - <MUL_START> IDENT:h * IDENT:v <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <POW_START> <PAREN_START> <ADD_START> NUMBER:1 + IDENT:k + IDENT:B + <MUL_START> IDENT:d * UNKNOWN:_ * IDENT:m * IDENT:a * <POW_START> IDENT:x ^ IDENT:n <POW_END> <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:3 <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 58, 4, 9, 4, 29, 5, 14, 16, 32, 7, 33, 35, 31, 8, 32, 18, 16, 6, 29, 23, 35, 5, 8, 6, 59, 4, 9, 4, 22, 4, 28, 4, 20, 5, 8, 6, 74, 4, 9, 4, 51, 5, 15, 17, 33, 29, 31, 8, 6, 18, 16, 35, 26, 6, 25, 4, 19, 5, 8, 32, 40, 33, 75, 31, 8, 6, 21, 4, 9, 4, 29, 5, 15, 17, 23, 18, 16, 6, 35, 4, 42, 5, 8, 6, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 32, 7, 33, 42, 31, 4, 19, 4, 34, 4, 42, 5, 26, 6, 39, 4, 41, 5, 15, 17, 5, 26, 32, 18, 16, 37, 8, 66, 8, 64, 8, 6, 38, 4, 9, 4, 21, 4, 7, 4, 32, 40, 33, 22, 31, 5, 15, 17, 33, 35, 31, 15, 12, 10]"
3130,L_f=(1/2+G+R)^3-pi*r_2-s-(1/3+e+epsilon+C_1+F_rms)^n+(N_A+m_rms)^n,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:f <MUL_END> = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + IDENT:G + IDENT:R <ADD_END> <PAREN_END> ^ NUMBER:3 <POW_END> - <MUL_START> IDENT:p * IDENT:i * IDENT:r * UNKNOWN:_ * NUMBER:2 <MUL_END> - IDENT:s - <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> + IDENT:e + <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> + <MUL_START> IDENT:C * UNKNOWN:_ * NUMBER:1 <MUL_END> + <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> + <POW_START> <PAREN_START> <ADD_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:m * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 50, 4, 9, 4, 51, 5, 14, 16, 32, 18, 16, 6, 37, 23, 29, 5, 8, 70, 8, 46, 15, 17, 33, 35, 31, 26, 6, 25, 4, 19, 4, 34, 4, 9, 4, 29, 5, 26, 27, 26, 32, 18, 16, 6, 37, 23, 35, 5, 8, 28, 8, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 8, 6, 60, 4, 9, 4, 37, 5, 8, 6, 61, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 33, 22, 31, 8, 32, 18, 16, 6, 72, 4, 9, 4, 47, 5, 8, 6, 21, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 33, 22, 31, 15, 12, 10]"
6861,E=2/3+C,1,<EXPR_START> <ASSIGN_START> IDENT:E = <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + IDENT:C <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 58, 14, 16, 6, 29, 23, 35, 5, 8, 60, 15, 12, 10]"
9906,y=d,1,<EXPR_START> <ASSIGN_START> IDENT:y = IDENT:d <ASSIGN_END> <EXPR_END>,"[11, 13, 54, 14, 38, 12, 10]"
3969,W=partialT/partialt,4,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:T / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 56, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 20, 5, 12, 10]"
5744,v_avg=dv/dx,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:v * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <MUL_START> IDENT:d * IDENT:v / IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 41, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 6, 38, 4, 41, 23, 38, 4, 40, 5, 12, 10]"
6227,A=(4/3+mu)/(4/3-a_rms),2,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:m * IDENT:u <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> - <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 18, 16, 6, 48, 23, 35, 5, 8, 6, 21, 4, 43, 5, 15, 17, 23, 18, 16, 6, 48, 23, 35, 5, 26, 6, 7, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 5, 12, 10]"
1974,V=int_a^inf(2/3+epsilon+b_net)dt,4,<EXPR_START> <ASSIGN_START> IDENT:V = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:a ^ IDENT:i <POW_END> * IDENT:n * IDENT:f * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> + <MUL_START> IDENT:b * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 53, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 7, 33, 19, 31, 4, 22, 4, 51, 4, 18, 16, 6, 29, 23, 35, 5, 8, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 8, 6, 44, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 4, 38, 4, 20, 5, 12, 10]"
337,F_avg=(2/3+a_0)/(2-sigma),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:a * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:2 - <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 61, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 6, 18, 16, 6, 29, 23, 35, 5, 8, 6, 7, 4, 9, 4, 52, 5, 15, 17, 23, 18, 16, 29, 26, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 5, 15, 17, 5, 12, 10]"
2765,B=(e+phi+x_min+delta_f)^n-(e-x)/(1/2+c+T+tau_0)+(1/3+c+psi^++P^-+A_rms^3)^-1+partialn/partialt,5,<EXPR_START> <PARSE_ERROR> IDENT:B OP:= LPAREN:( IDENT:e OP:+ IDENT:p OP:* IDENT:h OP:* IDENT:i OP:+ IDENT:x OP:* UNDERSCORE:_ OP:* IDENT:m OP:* IDENT:i OP:* IDENT:n OP:+ IDENT:d OP:* IDENT:e OP:* IDENT:l OP:* IDENT:t OP:* IDENT:a OP:* UNDERSCORE:_ OP:* IDENT:f RPAREN:) OP:^ IDENT:n OP:- LPAREN:( IDENT:e OP:- IDENT:x RPAREN:) OP:/ LPAREN:( NUMBER:1 OP:/ NUMBER:2 OP:+ IDENT:c OP:+ IDENT:T OP:+ IDENT:t OP:* IDENT:a OP:* IDENT:u OP:* UNDERSCORE:_ OP:* NUMBER:0 RPAREN:) OP:+ LPAREN:( NUMBER:1 OP:/ NUMBER:3 OP:+ IDENT:c OP:+ IDENT:p OP:* IDENT:s OP:* IDENT:i OP:^ OP:+ OP:+ IDENT:P OP:^ OP:- OP:+ IDENT:A OP:* UNDERSCORE:_ OP:* IDENT:r OP:* IDENT:m OP:* IDENT:s OP:^ NUMBER:3 RPAREN:) OP:^ OP:- NUMBER:1 OP:+ IDENT:p OP:* IDENT:a OP:* IDENT:r OP:* IDENT:t OP:* IDENT:i OP:* IDENT:a OP:* IDENT:l OP:* IDENT:n OP:/ IDENT:p OP:* IDENT:a OP:* IDENT:r OP:* IDENT:t OP:* IDENT:i OP:* IDENT:a OP:* IDENT:l OP:* IDENT:t <EXPR_END>,"[11, 80, 64, 79, 68, 28, 49, 25, 24, 39, 24, 19, 49, 40, 24, 62, 24, 21, 24, 19, 24, 22, 49, 38, 24, 28, 24, 30, 24, 20, 24, 7, 24, 62, 24, 51, 69, 71, 22, 55, 68, 28, 55, 40, 69, 73, 68, 37, 73, 29, 49, 42, 49, 56, 49, 20, 24, 7, 24, 43, 24, 62, 24, 52, 69, 49, 68, 37, 73, 35, 49, 42, 49, 25, 24, 27, 24, 19, 71, 49, 49, 57, 71, 55, 49, 47, 24, 62, 24, 34, 24, 21, 24, 27, 71, 35, 69, 71, 55, 37, 49, 25, 24, 7, 24, 34, 24, 20, 24, 19, 24, 7, 24, 30, 24, 22, 73, 25, 24, 7, 24, 34, 24, 20, 24, 19, 24, 7, 24, 30, 24, 20, 10]"
7661,L=1/3+u_0,1,<EXPR_START> <ASSIGN_START> IDENT:L = <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:u * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 50, 14, 16, 6, 37, 23, 35, 5, 8, 6, 43, 4, 9, 4, 52, 5, 15, 12, 10]"
276,L=h_i,1,<EXPR_START> <ASSIGN_START> IDENT:L = <MUL_START> IDENT:h * UNKNOWN:_ * IDENT:i <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 50, 14, 6, 39, 4, 9, 4, 19, 5, 12, 10]"
2986,T=2+epsilon,1,<EXPR_START> <ASSIGN_START> IDENT:T = <ADD_START> NUMBER:2 + <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 56, 14, 16, 29, 8, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 15, 12, 10]"
5647,I=(2/3+z_2)^2,2,<EXPR_START> <ASSIGN_START> IDENT:I = <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:z * UNKNOWN:_ * NUMBER:2 <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 63, 14, 32, 18, 16, 6, 29, 23, 35, 5, 8, 6, 67, 4, 9, 4, 29, 5, 15, 17, 33, 29, 31, 12, 10]"
5850,n_rms=(h+m_0-beta+v_1^2)/(k+lambda*x)-(k+theta_min+B_net^n+L_avg)^2,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:n * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> = <ADD_START> <MUL_START> <PAREN_START> <ADD_START> IDENT:h + <MUL_START> IDENT:m * UNKNOWN:_ * NUMBER:0 <MUL_END> - <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a <MUL_END> + <MUL_START> IDENT:v * UNKNOWN:_ * <POW_START> NUMBER:1 ^ NUMBER:2 <POW_END> <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:k + <MUL_START> IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <POW_START> <PAREN_START> <ADD_START> IDENT:k + <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <MUL_START> IDENT:B * UNKNOWN:_ * IDENT:n * IDENT:e * <POW_START> IDENT:t ^ IDENT:n <POW_END> <MUL_END> + <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 22, 4, 9, 4, 34, 4, 21, 4, 27, 5, 14, 16, 6, 18, 16, 39, 8, 6, 21, 4, 9, 4, 52, 5, 26, 6, 44, 4, 28, 4, 20, 4, 7, 5, 8, 6, 41, 4, 9, 4, 32, 37, 33, 29, 31, 5, 15, 17, 23, 18, 16, 66, 8, 6, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 7, 4, 40, 5, 15, 17, 5, 26, 32, 18, 16, 66, 8, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 6, 64, 4, 9, 4, 22, 4, 28, 4, 32, 20, 33, 22, 31, 5, 8, 6, 50, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 33, 29, 31, 15, 12, 10]"
3478,h_rms=log(3*pi-omega_2-sigma),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:h * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> = <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> NUMBER:3 * IDENT:p * IDENT:i <MUL_END> - <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a * UNKNOWN:_ * NUMBER:2 <MUL_END> - <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 39, 4, 9, 4, 34, 4, 21, 4, 27, 5, 14, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 35, 4, 25, 4, 19, 5, 26, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 4, 9, 4, 29, 5, 26, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 5, 15, 17, 5, 12, 10]"
7559,g=sum_j=1^inf(pi+omega+T+y),4,<EXPR_START> <ASSIGN_START> IDENT:g = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 36, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
3559,v=dQ/dx,4,<EXPR_START> <ASSIGN_START> IDENT:v = <MUL_START> IDENT:d * IDENT:Q / IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 6, 38, 4, 59, 23, 38, 4, 40, 5, 12, 10]"
